Link,Abstract,DOI
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208117792&doi=10.1016%2fj.matlet.2024.137649&partnerID=40&md5=678c49709fb36c70828186d537b9ca95,"Temperature-dependent deformation behavior of [110] oriented micropillars of HfTaTiVZr refractory high entropy alloy (RHEA) was studied. Engineering stress–strain curves, strain rate sensitivity measurements, and in-situ observations revealed distinct deformation mechanisms at different temperatures: homogeneous at room temperature (RT), intermittent plasticity at 200 °C, chaotic stress drops at 400 °C, brittle failure at 600 °C, and creep-like behavior at 800 °C. Deformation morphology of the micropillars showed activation of few slip systems at RT and 200 °C, multiple slip systems at 400 °C, catastrophic failure at 600 °C, and minimal slip activity at 800 °C. These findings offer unique insights into the deformation of RHEAs. © 2024 Elsevier B.V.",10.1016/j.matlet.2024.137649
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205306278&doi=10.1016%2fj.triboint.2024.110290&partnerID=40&md5=19d04766cf991107bd0d5c8332a8272f,"Many refractory high-entropy alloys (RHEAs) with high melting points suffer from severe wear-fracture failures due to compositional segregation, which is a key factor limiting their widespread application as structural parts. In this work, two novel TixCrNbTaW (x = 1 and 1.5) RHEAs were prepared using composition modulation and liquid phase assisted sintering strategies. The results showed that the further addition of Ti enhanced the strength, toughness and microstructural homogeneity of the RHEAs, which effectively suppressed the wear-fracture behavior. In addition, the dense oxidized amorphous layer formed in-situ has higher hardness than the matrix, which can provide additional load-bearing capacity. The synergistic effect of the above factors promotes the wear rate of Ti1.5 alloy to be as low as 2.9 × 10−5 mm3/(N·m). The present work provides some insights into the design of high anti-wear RHEAs. © 2024",10.1016/j.triboint.2024.110290
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210653786&doi=10.1016%2fj.jmrt.2024.11.245&partnerID=40&md5=ac75bfc0e32592db954518d2b7ac545b,"With the development of aerospace technologies, there is an urgent demand for materials with better high-temperature performance. Despite the bottleneck of combining high-temperature strength and room-temperature deformability, refractory high-entropy alloys are potential candidates. Here, we report a novel alloy, TiNbTaWC0.7, with a good strength-ductility synergy by introducing the eutectic carbide phase. The alloy is composed of alternated BCC matrix phase and FCC carbide phase, forming a fully eutectic microstructure. With the introduction of the eutectic carbides, the alloy is robust at 1200 °C. The faceted phase interface together with the compositional complex carbides provides the alloy with good deformation ability at room temperature. The former promotes dislocation nucleation and transmission, and the latter generates stacking faults by partial dislocation movement. This strategy provides a new route to design promising high-temperature structural materials by combining the advantages of eutectic alloy, carbide strengthening, and refractory alloys utilizing the high entropy concept. © 2024",10.1016/j.jmrt.2024.11.245
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207691189&doi=10.1016%2fj.ijplas.2024.104155&partnerID=40&md5=cfab1ce823eebf44e3ef8b0f131d791d,"High entropy alloys (HEAs) have been considered as one of the potential structural material candidates for fourth-generation nuclear reactors and fusion reactors due to their excellent irradiation resistance. Current studies have shown that the chemical short-range order (CSRO) usually exists in HEAs, which has a significant effect on the mechanical properties and irradiation resistance of HEAs. Refractory high entropy alloys (RHEAs), as a new class of HEAs have better mechanical properties at high temperatures than face-centered cubic (FCC) HEAs, and therefore have better prospects of application in the nuclear field. In this study, CSRO and its effect on the irradiation resistance of HfNbTaTiZr are analyzed via molecular dynamics (MD) and Monte Carlo (MC). The primary cascade simulations, multi-cascade simulations and surface bombardment simulations are carried out to simulate the generation and accumulation of irradiation damage. The results of the primary cascade simulations and surface bombardment simulations of CSRO models show that the presence of CSRO induces cascade splitting into subcascades. The presence of subcascades reduces the thermal peak enhancement effect and thus lowers the recombination rate of Frenkel pairs (FPs) in the damage zone when FPs concentrations are low. However, the creation of subcascades increases the size of the damage zone caused by the cascade. Thus, when the concentrations of FPs are high, the larger area of damage zone allows more of the already existing FPs to be included, thus promoting their recombination, i.e., impedes their accumulation when concentrations are high. These subcascades lower the recombination of FPs at low FPs concentrations but inhibit their accumulation at high FPs concentrations. The presence of CSRO is also beneficial in inhibiting the growth of point defect clusters, which further improves the resistance of HfNbTaTiZr to dislocation generation. Furthermore, the presence of CSRO facilitates the irradiation-induced phase transition. But it is found that HfNbTaTiZr shows suppression of hexagonal close-packed (HCP) cluster growth. And the tendency to break down large HCP clusters into smaller ones is demonstrated in the CSRO model. From our calculations we also find that the irradiation-induced HCP atoms have a higher potential energy relative to the matrix. The potential energy difference between those energetic HCP atoms and the matrix can lead to generating a great number of insurmountable barriers pervading the matrix and largely suppressing the long-term mobility of FPs, thus limiting their aggregation and growth into clusters. © 2024 Elsevier Ltd",10.1016/j.ijplas.2024.104155
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210319212&doi=10.1103%2fPhysRevMaterials.8.115406&partnerID=40&md5=aa11b4d79d5e3d46fc733c486bae55c8,"Refractory high-entropy alloys show promising resistance to irradiation, yet little is known about the fundamental nature of radiation-induced defect formation. Here, we simulate threshold displacement energies in equiatomic MoNbTaVW using an accurate machine-learned interatomic potential, covering the full angular space of crystal directions. The effects of local chemical ordering are assessed by comparing results in random and short-range-ordered MoNbTaVW. The average threshold displacement energy in the random alloy is 44.3±0.15eV, and slightly higher, 48.6±0.15eV, in the short-range-ordered alloy. Both are significantly lower than in any of the constituent pure metals. We identify the mechanisms of defect creation and find they are mainly dependent on the masses of the recoiling and colliding elements. Low thresholds are generally found when heavy atoms (W, Ta) displace and replace the lightest atoms (V). The average threshold energies, when separated by recoiling element, are consequently ordered inversely according to their mass, opposite to the trend in the pure metals where W has by far the highest thresholds. However, the trend in the alloy is reversed when considering the cross sections for defect formation in electron irradiation, due to the mass-dependent recoil energies from the electrons.  © 2024 American Physical Society.",10.1103/PhysRevMaterials.8.115406
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210117017&doi=10.1016%2fj.jmrt.2024.11.247&partnerID=40&md5=3f3a4b8cfb7a3a2569174c0f4fcffa47,"A novel equiatomic refractory AlNbTiVY high-entropy alloy containing rare earth elements was fabricated by vacuum arc melting. AlNbTiVY alloy possesses a dual-phase structure, consisting of a B2 ordered matrix and an Orthorhombic structured Y2Al second phase. The alloy has a dendritic microstructure with a density of only 5.18 g/cm3. As the testing temperature increases, the compressive yield strength of the alloy gradually decreases from 1104 MPa at room temperature to 321 MPa at 800 °C, with improved deformability and no fracture occurring in the 800 °C environment. Based on the insights of physics, a simple calculation was conducted on the temperature-dependent model of the alloy, and the theoretical application temperature of the alloy was predicted to exceed 600 °C. © 2024 The Author(s)",10.1016/j.jmrt.2024.11.247
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209651743&doi=10.1063%2f5.0236288&partnerID=40&md5=46f803727d9b7cea17e4f31e395ce03a,"Intertwined electrical wire explosion (EWE) is considered as a potential method for large-scale synthesis of high-entropy alloy nanoparticles, while the helical structure, close contact, and different electrothermal properties of wires add to the difficulties of controlling the Joule energy distribution among the wires. In this paper, two very dissimilar materials, copper and tungsten, are chosen as representatives of nonrefractory and refractory metals, and the Cu-W intertwined EWE is compared to parallel EWE of spaced straight Cu and W wires. It is found that for the intertwined load, the majority of the tungsten wire is located in the center and encapsulated by copper vapor, with a low-density spiral plasma belt surrounding the exploding product, and the tungsten wire is transformed into a highly vaporized state instead of a typical core-corona structure, with expansion velocity ∼ 1.8 times and average energy deposition more than three times that of the parallel load. This dramatic difference is attributed to the high-density and high-pressure vapor medium created by early explosion of the copper wire, which surrounds the tungsten wire and suppresses the formation and expansion of conductive surface plasma channel. These findings can serve to improve the load design for achieving simultaneous dispersion and uniform mixing of dissimilar materials via intertwined EWE. © 2024 Author(s).",10.1063/5.0236288
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203258647&doi=10.1016%2fj.msea.2024.147222&partnerID=40&md5=33cda1eeb92746a4bbd0b18690a72a72,"Inter-granular etching often leads to ‘weakened grain boundaries’, which deteriorate the ductility of (nano-) composites or porous materials fabricated by liquid metal dealloying (LMD). In this paper, we report that inter-granular etching can be suppressed by the addition of Zr in Ti-Ta precursor, while it is dealloyed in liquid Cu. This procedure removes grain-boundary-like defects in obtained bicontinuous Cu-Ta composites, and improve their ductility in tension. By replacing Ta with a refractory high entropy alloy (RHEA), i.e. MoNbTaVW, we also obtain high-quality bicontinuous Cu-RHEA composites with low density, high tensile strength and excellent ductility. The suppression of inter-granular etching, which is essential to the mechanical stability of LMD-made materials, might arise from the decrease of grain boundary energy of Ti-Ta precursor alloys induced by Zr addition. New materials developed in this study may enable novel applications by enlarging the property space and overcoming the poor malleability and machinability of conventional materials of this type (such as Cu-W composites). © 2024",10.1016/j.msea.2024.147222
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204798262&doi=10.1016%2fj.ijrmhm.2024.106893&partnerID=40&md5=84a578f1b4623235c174db39f2dbf272,"Niobium alloys play an indispensable role in aerospace technology. However, traditional niobium alloys has unsatisfactory or high-temperature strength or limited room-temperature. This work introduces Nb2MoxWyC0.25 alloys with strength-plasticity balance by optimizing refractory alloy elements and eutectic carbides drawing on the design concepts of eutectic high-entropy alloys. The influence of Mo and W contents on the microstructure and mechanical properties of the alloys was studied. The Nb2MoxWyC0.25 alloy contain body-centered cubic (BCC) primary phase and eutectic structures composed of BCC and carbide phases with semi-coherent interfaces. Appropriate additions of Mo and W refine the grain size of the primary BCC phase and cause the carbide phase to evolve from Nb2C to NbC. The Nb2Mo0.5W0.5C0.25 hypoeutectic niobium alloy composed of BCC and Nb2C phases with a relatively small lattice mismatch has a room-temperature yield strength of 1.27 ± 0.04 GPa, compressive strength of 2.03 ± 0.06 GPa, and a fracture strain of 17.8 ± 2.2 %. Solid solution strengthening in the BCC phase and second-phase strengthening of the carbide phase simultaneously enhance the alloy. The fine grain strengthening, reduced crack origination at low mismatch interface, and the crack tip by soft BCC at the phase interface improve the plasticity simultaneously. This paper provides a method to improve the room-temperature plasticity and strength of refractory niobium alloys, laying the foundation for the industrial application of refractory niobium alloys. © 2024 Elsevier Ltd",10.1016/j.ijrmhm.2024.106893
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204921537&doi=10.1016%2fj.ijrmhm.2024.106903&partnerID=40&md5=bef50bded4dce8b6e18700dd6d046a84,"The DSC analysis and heat treatment of the newly proposed Al0.2CrNbTiV lightweight refractory high-entropy alloy prepared by vacuum arc melting was investigated, and the evolutions of the microstructure and mechanical properties of the alloy after homogenization annealing at 650 °C, 850 °C and 1050 °C for 12 h were analyzed. The results show that the Al0.2CrNbTiV high-entropy alloy could maintain stable BCC solid solution structure from room temperature to 800 °C. The alloy annealed at 650 °C exhibited simple BCC structure with coarse equiaxed grains; after annealing at 850 °C, fine acicular and irregular block-like C14 Laves phases were uniformly precipitated in the grain and grain boundaries, meanwhile, the C14 Laves phase get coarser with the annealing temperature increased to 1050 °C. With the increase of annealing temperature, the microhardness of the Al0.2CrNbTiV alloy increased first and then decreased, reaching the maximum value of 692 HV after annealing at 850 °C. Due to the high dislocation density and the formation of kink bands, the alloy annealed at 650 °C showed a good combination of plastic and strength, with the work hardening ability strengthened simultaneously, the compressive yield strength could be up to 1454 MPa, with strain >50 %. Due to the precipitation of the hard and brittle C14 Laves phase, the load-bearing capacity of the alloy was reduced after annealing at 850 °C and 1050 °C. However, the wear resistance of the alloy also improved with the presence of the hard phase. The friction coefficient of Al0.2CrNbTiV alloy annealed at 650 °C is 0.67, with the abrasive wear acting as the main wear mechanism, and the alloy after annealing at 850 °C shew the best wear resistance, with the friction coefficient of 0.63, and delamination wear mechanism. © 2024",10.1016/j.ijrmhm.2024.106903
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210088964&doi=10.1063%2f5.0228857&partnerID=40&md5=f77ebbd482cecb1cceb7096382d3b583,"Refractory high-entropy alloys (RHEAs) represented by WTaCrV are excellent candidates for future nuclear reactor structures. Both the preexisting edge dislocations (EDs) and screw dislocations (SDs) can significantly impact the irradiation performance of RHEAs. To explore the influence of preexisting dislocations on the generation and evolution of irradiation point defects in the RHEA WTaCrV, the interactions between preexisting dislocations (including EDs and SDs) and displacement cascades are studied by molecular dynamics simulations in this work. In addition, the results of the RHEA WTaCrV without preexisting dislocations and of pure W with preexisting dislocations are included for comparison. It is found that the presence of preexisting dislocations leads to a significant increase in the number of remained point defects after the cascades. However, the absorption of vacancies by dislocation cores in the RHEA WTaCrV is more significant than that in the pure W. Therefore, preexisting dislocations can reduce the possibility of void formation and act as sites for recombination of vacancies and interstitials in the subsequent long-term evolution. For the preexisting EDs in the RHEA WTaCrV, the local pinning of EDs, the attraction of vacancies, and the severe lattice distortion jointly cause the bowing out of EDs, which is conductive to accommodate vacancies. For the preexisting SDs, the abundant cross kinks tend to bind vacancies or interstitials, promoting the motion of SDs as well as the annihilation of point defects. In this sense, the preexisting dislocations in the RHEA WTaCrV can significantly enhance the irradiation resistance. The results of this research can provide design guidance for regulating the anti-irradiation performance of RHEAs. © 2024 Author(s).",10.1063/5.0228857
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203651870&doi=10.1016%2fj.msea.2024.147247&partnerID=40&md5=e156feebfd0729eb45c9911b74b00694,"To date, the reported refractory high-entropy alloys (RHEAs) with strength and ductility synergy all have up to 1 GPa strain hardening rate (SHR). Keeping the SHR of more than 1 GPa in the RHEAs can postpone the point of plastic instability, thus prolonging the uniform tensile ductility (UTD). In this paper, Hf10Nb12Ti40V38 RHEA with high strength and ductility is successfully manufactured by laser-directed energy deposition (L-DED). The yield strength of the alloy is about 1011 MPa with the tensile ductility of ∼12.6 %. Interestingly, the SHR of the alloy is very low, far below 1 GPa. The stress-strain curve of the alloy does not only show no premature dropout, but also exhibits a flat plateau-type curve. For this interesting phenomenon, the deformation mechanisms of Hf10Nb12Ti40V38 alloy are systematically investigated by investigating the deformation microstructures. The results indicate that the dislocation modes are diversifying, but the limited number of tangles generated by the intersection of dislocation channels are the main source of SHR. Various dislocation configurations such as single dislocation channel and cross-slip are stimulated sequentially, and although they have no positive effect on the SHR of the alloy, they allow alloy to accommodate plastic deformation. Combined with the kink bands as a strain softening mechanism, it improves the ductility while decreasing the SHR. Multiple dislocation channels interactions and kink bands are clearly identified as the two deformation mechanisms governing strain hardening and strain softening. The competition between two mechanisms generates the phenomenon mentioned above. This study does not only shed new insights on the unique deformation behavior of Hf10Nb12Ti40V38 RHEA but also complement the current general perception about the relationship between SHR and ductility of RHEAs. © 2024 Elsevier B.V.",10.1016/j.msea.2024.147247
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208678455&doi=10.1063%2f5.0234652&partnerID=40&md5=53f8b23f393cae8c49828d70d0feb5b2,"Local lattice distortion (LLD) is a salient feature of bcc-structured refractory high-entropy alloys (RHEAs), closely associated with their mechanical properties. To quantify the extent of LLDs in RHEAs, the pair distribution function (PDF) analysis has been identified as a promising approach. However, the commonly observed chemical segregation within these alloys introduces challenges in accurately determining LLDs. In this study, the effect of chemical segregation on LLD quantification was investigated through fitting simulated two-phase composite PDFs, representing segregated microstructures, with a single-phase model and evaluating the errors to assess the accuracy and reliability of small-box analysis in this context. The results show that the errors introduced by chemical segregation increase with increasing lattice parameter difference, and the fitting quality gradually deteriorates to a point where it no longer adequately describes the data. We found that the lattice parameter difference should be below 1% for precise and reliable LLD measurements in bcc-structured RHEAs. Additionally, we observed that while the scattering length variation due to segregation does affect LLD quantification, its effect is comparatively minor. © 2024 Author(s).",10.1063/5.0234652
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204473636&doi=10.1016%2fj.ijrmhm.2024.106865&partnerID=40&md5=bf774c7b2e87d3d8f17da954e1a5bf3f,"AlMo0.5NbTa0.5TiZr is a novel class of lightweight refractory high-entropy alloy with exceptional strength at elevated temperatures. It has garnered significant attention as a high-temperature structural material in recent times. In this research, laser melting deposition technology was used to manufacture AlMo0.5NbTa0.5TiZr RHEAs. The impact of process variables on the forming quality of LMD-shaped AlMo0.5NbTa0.5TiZr RHEAs was examined using the single-factor approach. According to the study, the laser power had the most significant effect on the penetration depth during the single-pass forming process. In contrast, the scanning speed had the most significant effect on the deposited layer's height. In multi-pass forming, under the appropriate overlap ratio (50 % to 45 %), laminar flow heat and mass transfer characteristics were observed between passes, resulting in a lower surface waviness of the deposited layer samples and no obvious pores or other defects within the deposited layer. Preheating the substrate can reduce the number of cracks and pores in the multi-layer three-dimensional samples of AlMo0.5NbTa0.5TiZr RHEAs. © 2024",10.1016/j.ijrmhm.2024.106865
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205573039&doi=10.1016%2fj.intermet.2024.108515&partnerID=40&md5=b784b8de455fd769e6ffb665a15c8402,"High-temperature structural alloys are urgently desired for refractory applications. In this work, we conceived a facile route to achieve an excellent combination of high-temperature strength and room-temperature ductility in a NbMoTaWHf refractory high-entropy alloy (RHEA). The idea is to break up the stable single body-centered cubic (BCC) phase in NbMoTaW RHEA to introduce the tiny secondary phase by alloying appropriate hafnium (Hf) that can stall and accumulate dislocations. The dual-BCC-phase structure and the dislocations for the NbMoTaWHf RHEA were characterized. The compressive yield strengths of the NbMoTaWHf RHEA at room temperature, 1200, 1600, and 1800 °C were 1730, 1088, 390, and 312 MPa, respectively. The alloy displayed plastic deformation behaviors and dual-BCC-phase structure stability after compressing at 1600 and 1800 °C. The superb high-temperature strength was mainly ascribed to the high softening temperature, second-phase strengthening, and solid-solution strengthening. This work provides a promising high-temperature structural material with improved room-temperature ductility and high strength at elevated temperatures and enriches the database of the NbMoTaW-based RHEAs. © 2024 Elsevier Ltd",10.1016/j.intermet.2024.108515
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204363422&doi=10.1016%2fj.msea.2024.147280&partnerID=40&md5=a0a44ccfd0be914628ffe076ef094732,"Lightweight refractory high-entropy alloy (LRHEA) has lower density and higher specific strength, which makes it very promising for future applications in rocket engine components. Their high-temperature resistance to softening and high microstructure stability in a wide temperature range are also essential to sustaining their performance due to being used in harsh, high-temperature situations. In this work, the high-temperature tensile behavior of Al0.3NbTi3VZr1.5 LRHEA fabricated by laser additive manufacturing has been systematically investigated from 400 °C to 800 °C, and the relationship between the deformed microstructure and the mechanical behavior was revealed, and analyzing the reasons for the thermodynamic instability of the solid solution in LRHEA are discussed in detail. It is found that the weakening of the high entropy effect at intermediate temperatures reduces the stability of the solid solution, and the accelerated diffusion between elements further promotes the solid solution destabilization, mainly manifested as the Laves phase and the local chemical fluctuation (LCFs). The high dislocation density introduced by the additive manufacturing technology leads to the irregular connection of the Laves phases within the grains, and it can be improved by grain growth. The high negative mixing enthalpy competes with the high-entropy effect, and temperature is the decisive factor. In this situation, the atomic clusters were promoted and induced spinodal decomposition for generating LCFs. The formation of LCFs exhibits solute competition with the emergence of the C14 Laves phase, and the phase proportions fluctuate at different temperatures. This work provides new thinking and attention for developing lightweight, heat-resistant materials. © 2024 Elsevier B.V.",10.1016/j.msea.2024.147280
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206506091&doi=10.1016%2fj.jallcom.2024.177026&partnerID=40&md5=9266a06ba92802cb153675bd36db9759,"In recent years, with the increasing requirement for coating materials, researchers have shown growing interest in the high-temperature (HT) oxidation performance of high entropy alloys (HEAs). To understand the contribution of alloying element to the passivation and dissolution characteristics of HEAs is crucial for comprehending the synergistic effects of these elements. As a common refractory metal employed in HT environments, molybdenum (Mo) has faced controversy due to issues such as the formation of secondary phases and brittle oxide. To delve deeper into the mechanistic role and associated impacts of Mo in passivating oxidation, we conducted a comprehensive analysis of Mo's characteristics at electronic, atomic and macroscopic thermodynamic levels, which reveals that Mo's application scenario in passivating oxidation differs from the acknowledged ability of Cr to form stable protective oxide. This analysis was based on Density Functional Theory, Monte Carlo (MC) and Local Self-consistent Multiple Scattering (LSMS) methods. Although there is significant local lattice distortion induced by Mo and lattice expansion induced by oxygen (O) atom in bulk structures, thereby reducing the mechanical properties of Mo-containing HEAs, it exhibits stronger ductility in grain boundary (GB) regions compared to Cr-containing HEAs. From this, we propose design principles for enhancing the passivating oxidation quality of Mo-containing transition HEAs, encompassing factors such as chemical affinity, atomic size and microstructure. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.177026
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193491972&doi=10.1016%2fj.jmst.2024.04.020&partnerID=40&md5=4a20b4b72379552a9d83ca8cccc6e49a,"Lightweight high/medium-entropy alloys (H/MEAs) possess attractive properties such as high strength-to-weight ratios, however, their limited room-temperature tensile ductility hinders their widespread engineering implementation, for instance in aerospace structural components. This work achieved a transformative improvement of room-temperature tensile ductility in Ti-V-Zr-Nb MEAs with densities of 5.4–6.5 g/cm3, via ingenious composition modulation. Through the systematic co-adjustment of Ti and V contents, an intrinsic ductility mechanism was unveiled, manifested by a transition from predominant intergranular brittle fracture to pervasive ductile dimpled rupture. Notably, the modulated deformation mechanisms evolved from solitary slip toward collaborative multiple slip modes, without significantly compromising strength. Compared to equimolar Ti-V-Zr-Nb, a (Ti1.5V)3ZrNb composition demonstrated an impressive 360% improvement in elongation while sustaining a high yield strength of around 800 MPa. Increasing Ti and V not only purified the grain boundaries by reducing detrimental phases, but also tailored the deformation dislocation configurations. These insights expanded the applicability of lightweight HEAs to areas demanding combined high strength and ductility. © 2024",10.1016/j.jmst.2024.04.020
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201678426&doi=10.1016%2fj.jallcom.2024.176075&partnerID=40&md5=64d79921c1d6b37318ed74e219322e58,"This study investigates the effects of Si doping and thermal treatment on the microstructures and mechanical properties of Ti50Nb20V20Al10 refractory high-entropy alloy (RHEA) with a BCC/B2 dual-phase structure. The as-cast RHEAs exhibit typical dendrite and inter-dendrite structure. Upon Si doping, eutectic M5Si3 phase gradually precipitates along the grain boundaries (GBs), resulting in the increase of yield strength (YS) by over 200 MPa. After recrystallization, all the RHEAs exhibit fully recrystallized microstructures. The eutectic M5Si3 phase disappears while forming nanoscale M5Si3 phase distribute along GBs, thereby enhancing the mechanical properties of the RHEAs. Notably, the recrystallized RHEA with 1 at% Si exhibits favorable specific YS (SYS, 172.9 ± 2.9 MPa·cm3·g−1) and fracture elongation (22.8 ± 6.8 %), respectively. The hindrance effect of nanoscale M5Si3 phase on dislocations motion and the transition from planar slip to cross-slip significantly enhance strain hardening capability and plasticity of the RHEAs. Our research findings are of constructive significance to the study of lightweight energetic structural materials. © 2024 Elsevier B.V.",10.1016/j.jallcom.2024.176075
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205914491&doi=10.1016%2fj.surfin.2024.105207&partnerID=40&md5=f37d1f623356c194879ceb09571ef9b2,"Wettability and interfacial reactivity with graphite of three equimolar High-Entropy Alloys (HEAs), namely AlCoCrFeNi (HEA-base), AlCoCrFeNiMo (HEA-Mo) and AlCoCrFeNiTa (HEA-Ta), were investigated for the first time, aiming to support industrial sectors involving liquid-phase processing routes. Isothermal high-temperature wettability tests were performed at 1400 °C for HEA-base and HEA-Mo, and at 1580 °C for HEA-Ta. The samples were then analysed by SEM-EDS. Based on the in-house-built GHEA thermodynamic database, CALPHAD calculations were used to simulate and discuss liquid-solid interactions occurring at high temperatures as well as transformations taking place in the samples during cooling. HEA-base wetted the graphite well after 5 min and the wetting behaviour significantly improved for HEA-Mo after the same contact time. HEA-Ta, after initial melting and wetting stage, solidified due to high-melting phases formation. All the graphite/HEA samples formed refractory carbides. For HEA-base and HEA-Mo, such carbides were found homogeneously dispersed in the whole drop. In HEA-Ta, TaC formed a compact layer separating two liquids of different compositions, with only one of these being in contact with the graphite substrate. The here proposed combination of experiments and thermodynamic calculations allowed to understand and discuss both high-temperature reactivity and evolution of the systems over cooling. Overall, a remarkable agreement between equilibrium calculations and experimental findings was observed for these complex dynamic systems. © 2024 The Author(s)",10.1016/j.surfin.2024.105207
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210250654&doi=10.3390%2fcoatings14111399&partnerID=40&md5=7304cac141c15c2558b66d954819a959,"In response to the poor wear resistance and high-temperature oxidation resistance of titanium alloys during service, a series of lightweight refractory high-entropy alloys (RHEAs) can be designed for the laser cladding coating of titanium alloy surfaces, with due consideration of the compositional and structural characteristics of titanium alloys. Firstly, the structural stability, mechanical and thermal properties of four lightweight RHEAs (MoNbTiV, AlMoNbTiW, CrMoNbTiV, and AlCrMoNbTiV) with equal atomic ratios were designed and calculated using first principles combined with quasi-harmonic approximation (QHA). The results indicate that all four RHEAs are stable BCC, exhibiting elastic anisotropy and ductility. The lightest density is 6.409 g/cm3. Adding Al/Cr can cause structural distortion and affect its mechanical properties. Their Young’s moduli are in the following order: AlCrMoNbTiV > MoNbTiV > CrMoNbTiV > AlMoNbTiV. The thermal expansion coefficients of the four RHEAs and titanium alloys are very close, with a difference in linear expansion coefficient of less than 1.16 × 10−5/K. Meanwhile, the metallurgical bonding of four types of RHEA coatings was successfully achieved on a Ti-6Al-4V(TC4) substrate through laser cladding technology, and all coatings exhibited a unique BCC solid solution phase. © 2024 by the authors.",10.3390/coatings14111399
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208325578&doi=10.1016%2fj.actamat.2024.120526&partnerID=40&md5=48b2b612ed02727f245b4fd3ed66a897,"Refractory high entropy alloys (RHEAs), as a novel class of multi-principal element alloys, have attracted significant attention owing to their excellent properties. However, their low plasticity limits their potential applications, while the high melting points of the alloying elements face challenges to additive manufacturing (AM). Herein, RHEA, with extensively distributed cellular structure within their grains, was successfully fabricated using AM. Furthermore, we proposed a simple strategy to form a complete dislocation network within the cellular structure region in advance through cyclic deformation processing in the elastic stage (microplastic deformation). Dislocation networks are entangled with other dislocations, creating numerous pinned points adjacent cell walls, which impede dislocation motion. As a result, the cyclic deformation processing of RHEA achieves a yield strength of 1136 MPa while maintaining 50 % deformation strain without fracturing. The cyclic deformation processing method provides a route to strengthen additively manufactured alloys, offering a solution to overcome the trade-off between strength and plasticity. © 2024 Acta Materialia Inc.",10.1016/j.actamat.2024.120526
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208914255&doi=10.1016%2fj.ijrmhm.2024.106960&partnerID=40&md5=aa333e0c0f3115b797066629af3f4fdc,"The specific strength of refractory high entropy alloys (RHEAs) is usually impaired due to the high density of constituent elements. In order to develop a low-density RHEA, the microstructure and mechanical property of MoNbVTa0.5-based RHEAs with various Al additions have been investigated in this study. All samples exhibited a monolithic BCC solid solution structure. The addition of Al resulted in improved yield strength but a degraded plasticity at ambient temperature. In contrast, the yield strength consistently decreased with increasing Al content at elevated temperatures, and the softening occurred at ∼1000 °C. MoNbVTa0.5Al0.3 exhibited high specific strengths of 119.2 MPa cm3/g, 108.6 MPa cm3/g and 97.3 MPa cm3/g at 600 °C, 800 °C, and 1000 °C, respectively. © 2024",10.1016/j.ijrmhm.2024.106960
